id;dc_source;dc_title;foi_nrPages;foi_fairiscoreVersions;foi_fairiscore_v2
nl.mnre1013.2e-b.2024.326.doc.1;https://open.overheid.nl/documenten/e1f06721-c270-4893-b88a-fbfafb1ebe05/file;Beslisnota bij Kamerbrief inzake toestemming technische briefing voor werkbezoek Armeni_ en Georgi_;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1153.2e-b.2024.153.doc.1;https://open.overheid.nl/documenten/567e3c70-6e01-4e8b-8097-ebc5e36e6033/file;87073255.Beslisnota - Beantwoording vragen schriftelijk overleg Landbouw- en Visserijraad 23 september;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1013.2e-b.2024.363.doc.1;https://open.overheid.nl/documenten/b1510234-15f2-4807-a72c-6942870f0510/file;Beslisnota bij Kamerbrief inzake ambtelijke ondersteuning voor het werkbezoek aan Londen;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1162.2e-b.2024.14.doc.1;https://open.overheid.nl/documenten/dpc-aa78b2efd1de4de92c77b212fba88a71afde871b/pdf;tk-beslisnota-bij-evaluatie-wet-biometrie-in-de-vreemdelingenketen;5.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.116.doc.1;https://open.overheid.nl/documenten/9dba4d83-d549-438f-927a-c9f24c21e5d6/file;85899465.Beslisnota bij Beantwoording Kamervragen over het bereiken van de top 5 van de landen met een goede concurrentiepositie_;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1109.2e-b.2024.131.doc.1;https://open.overheid.nl/documenten/e440ed43-62ae-4b32-a23f-96ddaf1db03c/file;Beslisnota bij Aanbieding IBO doelmatig Hoger onderwijs Talent op de juiste plek;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.667.doc.1;https://open.overheid.nl/documenten/a9db130e-9e65-41fc-b8e5-717aee142608/file;Beslisnota bij Kamervragen over logeerfaciliteiten voor kinderen met een _zeer_ ernstige meervoudige beperking;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1090.2e-b.2024.212.doc.1;https://open.overheid.nl/documenten/629e4e3f-9194-43fe-9683-fdaef4ffb078/file;Beslisnota Kamerbrief Vragen van Kamerleden m.b.t. initiatiefwetsvoorstel;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.117.doc.1;https://open.overheid.nl/documenten/ee29d7c8-b569-4af8-bb6f-17c5877fae0f/file;Beslisnota bij Kamerbrief over Benoeming nieuw lid Staatscommissie tegen Discriminatie en Racisme;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1034.2e-b.2024.583.doc.1;https://open.overheid.nl/documenten/fd6bc20c-f5f8-45af-8f0f-ff1ef0f4ce0e/file;Beslisnota bij Kamerbrief over evaluatie experiment met een nieuw stembiljet bij de Europees Parlementsverkiezing in 2024;5.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.686.doc.1;https://open.overheid.nl/documenten/2a52bee0-00e3-4aca-a4a4-e34667e26449/file;Beslissnota_s uitkomst aanbesteding betalingsverkeer van de Belastingdienst dienst Toeslagen en Douane;6.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1109.2e-b.2024.174.doc.1;https://open.overheid.nl/documenten/e56e147e-adf0-4ea6-9723-c55f00edeacc/file;Beslisnota bij antwoorden op Kamervragen over het bericht Burgemeester Halsema overwoog activisten op UvA eigen universiteitsgebouw te geven;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.622.doc.1;https://open.overheid.nl/documenten/0d316adb-a93e-4e78-a697-5d3a4e49faaf/file;Beslisnota bij Kamerbrief over Aanbieding GR-advies bevolkingsonderzoek borstkanker;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1034.2e-b.2024.152.doc.1;https://open.overheid.nl/documenten/c6702815-f166-4d6d-86e2-1577d6ebdd62/file;Beslisnota bij beantwoording Kamervragen over de onbereikbaarheid van provinciewebsites als gevolg van DDoS-aanvallen;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.257.doc.1;https://open.overheid.nl/documenten/34178506-417d-45e3-944e-ca818bcdad39/file;Beslisnota Kamerbrief plan van aanpak synthesestudie coronasteunmaatregelen;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1109.2e-b.2024.288.doc.1;https://open.overheid.nl/documenten/dpc-70c5c23324ab8acf0cafebe3792a6e41251ad814/pdf;beslisnota-bij-uitstel-beantwoording-schriftelijke-vragen-over-het-bericht-china-intimideert-nederlandse-media-en-correspondenten-;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.410.doc.1;https://open.overheid.nl/documenten/729002f0-37d8-4087-8d64-300b77870fd8/file;Openbaarmaking beslisnota_s Nahang Besluit tot wijziging van het Arbeidsomstandighedenbesluit in verband met de inrichting van e-...-4db6630;9.0;"{""v1"": 3, ""v2"": 3}";3
nl.mnre1073.2e-b.2024.213.doc.1;https://open.overheid.nl/documenten/040bb6e3-79da-42f4-971f-e91dddb99660/file;Openbaarmaking Beslisnota - Kamerbrief Arbo in Bedrijf Special Universiteiten_Geredigeerd;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1182.2e-b.2024.70.doc.1;https://open.overheid.nl/documenten/cc67fd85-4497-47b7-a9dd-f3460aa2a62b/file;89496430.Beslisnota Beantwoording vragen over het doel _een doelmatige energievoorziening en beperking van de klimaatverandering_ te realiseren;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1045.2e-b.2024.2.doc.1;https://open.overheid.nl/documenten/17ec18b4-a840-4e84-bfee-fe84d0ae9170/file;44235329.Beslisnota Beoordeling SodM van periodieke rapportages GTS en NAM;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1045.2e-b.2024.66.doc.1;https://open.overheid.nl/documenten/9cc28802-b490-4c0d-baa7-4d3beb7b5c62/file;45221102.Beslisnota Toestemming voor deelname aan een technische briefing Netcongestie Eerste Kamer;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1073.2e-b.2024.256.doc.1;https://open.overheid.nl/documenten/aa0c6420-9e25-45ed-9dd0-952fff4d12c5/file;Openbaarmaking Beslisnota - Beantwoording Kamervragen Erkenning van longcovid voor WIA-uitkering gaat vaak mis_Geredigeerd;6.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.909.doc.1;https://open.overheid.nl/documenten/4e350c91-e23b-4a34-b00c-3598d864dc52/file;Beslisnota bij Kamerbrief over Programma Wonen_ ondersteuning en zorg voor ouderen;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1182.2e-b.2024.35.doc.1;https://open.overheid.nl/documenten/19ee0083-6bad-45bd-a8bd-73cb561e6ae3/file;87110278.Beslisnota TK Geannoteerde Agenda formele Energieraad 15 oktober 2024;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1045.2e-b.2024.383.doc.1;https://open.overheid.nl/documenten/78e727b5-5ccc-4f1a-960b-bc44c2ec0497/file;58762684.Beslisnota Verkenning mogelijkheden AI-faciliteit;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1025.2e-b.2024.62.doc.1;https://open.overheid.nl/documenten/e213a45d-960f-4af0-85d0-3572921dca76/file;Beslisnota bij Kamervragen over de honorering van buurtsportcoaches in Nederland naar aanleiding van diverse wisselingen over dit onderwerp in de Tweede Kamer;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.27.doc.1;https://open.overheid.nl/documenten/0140dca8-7ca1-4b4c-924d-df233608dff9/file;Beslisnota bij Kamerbrief over Reactie motie Grinwis c.s. over ten spoedigste voorkomen dat een zelfmoordmiddel wordt verstrekt -...-846b8fe;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1109.2e-b.2024.92.doc.1;https://open.overheid.nl/documenten/dpc-eb47d383437cfdd9821bf86fa5aa4c1410e2baf8/pdf;beslisnota-antwoord-op-schriftelijke-vragen-van-de-leden-paternotte-en-podt-beiden-d66-over-het-bericht-hoger-onderwijs-onbereik-...-9ff56ac;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.252.doc.1;https://open.overheid.nl/documenten/9485bb6a-39d5-428c-b3d7-02d434439cac/file;53341877.Beslisnota beantwoording vragen over 3 uitspraken rechtbank Gelderland betreffende luchthavens;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1109.2e-b.2024.1.doc.1;https://open.overheid.nl/documenten/75218fa4-e507-499e-b225-c25d211746c0/file;beslisnota-bij-kamerbrief-over-controversieelverklaring-wetsvoorstel-kwaliteitsbekostiging-hoger-onderwijs;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.217.doc.1;https://open.overheid.nl/documenten/d940ed18-427d-42b2-b5f8-d5da95b64392/file;59109781.Beslisnota bij Rapport RIVM naar impact actualisatie KDW;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1034.2e-b.2024.216.doc.1;https://open.overheid.nl/documenten/6f06344b-98e8-42a4-847c-2e5cdd298cc9/file;Beslisnota bij Toezending werkprogramma 2025 Adviescollege openbaarheid en informatiehuishouding _ACOI_;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.113.doc.1;https://open.overheid.nl/documenten/df8841d9-3a19-44e5-b2cc-bb0f1dd2f716/file;Beslisnota_s Toegezegde brief aan de Tweede Kamer over amendement 36421 nr. 11;6.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.566.doc.1;https://open.overheid.nl/documenten/53294110-bf5f-4879-8559-c59c9e3a28e1/file;Beslisnota bij Kamervragen over de huisvesting van de YMCA-vakantiekampen;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1109.2e-b.2024.230.doc.1;https://open.overheid.nl/documenten/dpc-f577397d38f017e6e0a12c2d8315b9fbf8851f97/pdf;beslisnota-bij-antwoord-op-schriftelijk-overleg-van-vaste-commissie-ocw-over-verlenging-subsidieregeling-andere-erkende-doorstroomtoetsen-po;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.156.doc.1;https://open.overheid.nl/documenten/a6a8e204-44a3-4450-a532-945ffddb6602/file;Beslisnota Breed gesprek kabinet met ouders en jongeren;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.253.doc.1;https://open.overheid.nl/documenten/39f07b6f-0123-4e4e-871a-f6135e4b006a/file;Beslisnota bij kamerbrief Reactie moties Beckerman Wgiw;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.523.doc.1;https://open.overheid.nl/documenten/7a0d9eba-0cc9-47a1-957d-f273a330289b/file;Nota bij Kamerbrief motie Dijk over het aanbesteden van zorg niet meer wettelijk verplicht stellen _29023_ nr. 464_;3.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1109.2e-b.2024.275.doc.1;https://open.overheid.nl/documenten/dpc-9d7d74dcabe1e0b8670ca72d8fc51fb9383584ca/pdf;beslisnota-bij-reactie-op-open-brief-unl-mede-namens-meerdere-organisaties-m-b-t-investeringen-in-onderzoek-innovatie-en-onderwijs-voor-bedrijfsleven;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1034.2e-b.2024.682.doc.1;https://open.overheid.nl/documenten/d09a89b8-1ed4-42af-a2f6-2d9dc6a68be8/file;Beslisnota bij Verzamelbrief over financiering van politieke partijen;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.112.doc.1;https://open.overheid.nl/documenten/914c7aeb-fcdf-484e-bf75-bd6548d590d8/file;Openbaarmaking Beslisnota - Verslag Wet toelating terbeschikkingstelling van arbeidskrachten;4.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1109.2e-b.2024.189.doc.1;https://open.overheid.nl/documenten/dpc-952eaf581885ce512c66212fe7df92728fec2b86/pdf;beslisnota-bij-reactie-op-wijzigingen-van-vmbo-lesprogramma-door-slo;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1130.2e-b.2024.320.doc.1;https://open.overheid.nl/documenten/dpc-aeae14e89cbe860cffe03b5d0c375791e144ca34/pdf;bijlage-1-onderliggende-beslisnota-kamerbrief-emplacementen-en-basisnet;5.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1109.2e-b.2024.59.doc.2;https://open.overheid.nl/documenten/dpc-80837a6ff05f51eb5b3996095bcfdbe82764ccd7/pdf;bundel;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.157.doc.1;https://open.overheid.nl/documenten/183c3fa1-3a84-4e10-b483-d972c679c095/file;Openbaarmaken beslisnota studietoeslag_Geredigeerd;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1013.2e-b.2024.480.doc.1;https://open.overheid.nl/documenten/0feafd4a-870d-4385-b390-ec9b565e98ca/file;Beslisnota EZK Wijziging van de eengemaakt octrooigerecht;9.0;"{""v1"": 3, ""v2"": 3}";3
nl.mnre1045.2e-b.2024.416.doc.1;https://open.overheid.nl/documenten/4a3278b9-019e-497e-94b0-35340a03729b/file;59128018.Beslisnota Kamerbrief Aanpassing behandeling Natuurherstelverordening in Raad van Ministers;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1058.2e-b.2024.82.doc.1;https://open.overheid.nl/documenten/dpc-415745a9fa4171d93fc804bf79edc5f4aee7dfc0/pdf;tk-beslisnota-bij-verzamelbrief-politie-oktober-2024;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1130.2e-b.2024.184.doc.1;https://open.overheid.nl/documenten/dpc-fdd41708e142df7f0a1bb975906f5c154d0e72cc/pdf;bijlage-1-onderliggende-beslisnota-beantwoording-eerste-kamervragen-over-verdwijnen-van-ov-voorzieningen-platteland;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.1.doc.1;https://open.overheid.nl/documenten/2fc9f878-492d-4bf4-8622-920fd7d6ad44/file;OPENBAAR MAKEN Beslisnota - Nadere memorie van antwoord wetsvoorstel toezicht gelijke kansen bij werving en selectie;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1045.2e-b.2024.226.doc.1;https://open.overheid.nl/documenten/5ec902bb-68e2-4dad-9b77-a5532bd539e3/file;62659871_Beslisnota Beantwoording Schriftelijk overleg Digitalisering onderdeel Jaarverslag Ministerie van Economische Zaken en Klimaar 2023;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1018.2e-b.2024.25.doc.1;https://open.overheid.nl/documenten/7836d463-abfe-4ab3-ba8b-e33b5cac0af9/file;2024 02 01 Beslisnota bij Kamerbrief overzicht budgetten digitalisering 2024-2028;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1045.2e-b.2024.263.doc.1;https://open.overheid.nl/documenten/31b8f032-5b3c-4c4d-a072-74cb9d2184ec/file;53069363.Beslisnota verslag schriftelijk overleg over BNC-fiches AI;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1153.2e-b.2024.44.doc.1;https://open.overheid.nl/documenten/c71d355a-bb61-4a4a-9eaf-7018f3e4a227/file;44569315.Beslisnota Voortgang klimaatbeleid landbouw en landgebruik;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1018.2e-b.2024.60.doc.1;https://open.overheid.nl/documenten/ca91d69c-4eb5-4fba-a900-8751141eb99f/file;2024 06 07 Beslisnota Kamerbrief Voorval Zr.Ms. Tromp in Oost-Chinese Zee;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.283.doc.1;https://open.overheid.nl/documenten/1afd670c-04f6-4393-b69c-f8364b1fcee4/file;Beslisnota bij Kamerbrief aan de Eerste Kamer inzake schriftelijk overleg kabinetsappreciatie Rechtsstaatrapport 2023 Europese Commissie;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1153.2e-b.2024.427.doc.1;https://open.overheid.nl/documenten/a4ae6cce-99c7-4a41-8e65-297ceeae386c/file;89569323.Beslisnota bij Voortgangsbrief Transitie naar Proefdiervrije Innovatie _TPI_;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.652.doc.1;https://open.overheid.nl/documenten/88f645d0-4b01-46ec-8a15-ad1bdb42a1b8/file;Beslisnota bij Kamerbrief inzake sanctienaleving;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.91.doc.1;https://open.overheid.nl/documenten/32dcffe3-7e53-4ccd-876d-44c84526cc7e/file;Beslisnota bij Uitstelbrief aanbieding literatuuronderzoek sociale media en democratie met speciale aandacht voor anonimiteit;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.462.doc.1;https://open.overheid.nl/documenten/b5e6e036-97a2-422f-a7ee-8d9f296eca60/file;95810040.Beslisnota bij beantwoording Kamervragen over het niet ondertekenen van de overeenkomst waarmee toezichthouders eindeli-...-becb4d7;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1018.2e-b.2024.158.doc.1;https://open.overheid.nl/documenten/29ea932d-179d-42e9-bcbb-17e3aa7597aa/file;2024 06 13 Beslisnota bij Kamerbrief Update levering militaire goederen aan Oekraine;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.617.doc.1;https://open.overheid.nl/documenten/85a23446-c789-4654-a399-f64302097a13/file;Beslisnota bij Kamerbrief inzake ambtelijke ondersteuning voor het werkbezoek vaste commissie IW aan Spanje;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1058.2e-b.2024.140.doc.1;https://open.overheid.nl/documenten/dpc-038b8126d49385a3ef2fb7da8ee4463fcb953c67/pdf;tk-beslisnota-bij-vkc-verzoek-casus-vlaardingen;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1034.2e-b.2024.463.doc.1;https://open.overheid.nl/documenten/07e5d588-045e-4a49-bd5f-578b1016db34/file;Beslisnota bij Uitstelbrief Landsadvocaat advies over geautomatiseerde selectietechnieken;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.313.doc.1;https://open.overheid.nl/documenten/4efbd412-10d8-4bd1-bc60-ed3e8d7dd79c/file;Nota bij Kamerbrief over Geannoteerde agenda Europese Jeugdraad 13 mei 2024 en verslag Jeugdraad 23 november 2023;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1034.2e-b.2024.426.doc.1;https://open.overheid.nl/documenten/3a34d5f9-9a86-427f-9432-c31b0dbda455/file;Beslisnota bij Kamerbrief Herdenkingscomit_ Slavernijverleden en publicatiedatum subsidieregeling;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1058.2e-b.2024.105.doc.1;https://open.overheid.nl/documenten/dpc-90bf24978f76af9b30004da26e73fa21c4e42823/pdf;tk-beslisnota-bij-verzoek-lid-helder-bbb-over-het-bericht-pak-eindelijk-foute-advocaten-aan;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.723.doc.1;https://open.overheid.nl/documenten/bf37901a-4a22-4568-810f-8010f37a1b42/file;Beslisnota_s Aanbieding handreiking ritme in vereenvoudiging van de IBTD;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1130.2e-b.2024.278.doc.1;https://open.overheid.nl/documenten/dpc-ec6c559d6f24f80f814821cf6af14f7d92cde4ee/pdf;bijlage-1-onderliggende-beslisnota-kamerbrief-resultaat-onderzoek-delen-zwarte-lijsten-nederlandse-luchtvaartmaatschappijen;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.787.doc.1;https://open.overheid.nl/documenten/47bb43ba-8fcb-4b40-8913-a5d809a86324/file;Beslisnota bij Kamervragen over de zin en onzin van de Nutri-Score;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.356.doc.1;https://open.overheid.nl/documenten/28d5b2cc-fe8f-4091-bda4-9358cfb9b9d7/file;Beslisnota bij Kamerbrief over Eerstelijns multidisciplinaire paramedische herstelzorg na COVID-19;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1073.2e-b.2024.466.doc.1;https://open.overheid.nl/documenten/7fd7a2ea-e47f-4249-b824-204292724f51/file;Openbaarmaking beslisnota Beantwoording Kamervragen over het niet uitnodigen van zzp-vertegenwoordigers bij het Catshuisoverleg -...-3aaa6ba;4.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1130.2e-b.2024.285.doc.1;https://open.overheid.nl/documenten/dpc-6e6a46f3a6670e308b1133fa66ac86e74f6691fd/pdf;bijlage-1-onderliggende-beslisnota-verzamelbrief-circulaire-economie;4.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1073.2e-b.2024.423.doc.1;https://open.overheid.nl/documenten/37e56698-2282-48d6-857d-a53f691e0edf/file;Openbaarmaking beslisnota Beantwoording Kamervragen over de eerdere vragen 2024Z18293_Geredigeerd;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1171.2e-b.2024.2.doc.1;https://open.overheid.nl/documenten/c65fb199-864a-489c-8595-72823b9a5003/file;Beslisnota bij Antwoorden op Kamervragen over artikelen _Zeventig plekken in Limburg erbij voor woonwagenbewoners_ maar die zijn-...-4d2a7d3;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1045.2e-b.2024.127.doc.1;https://open.overheid.nl/documenten/f6f6789c-d5c8-4546-a599-4440f63f1238/file;52630156.Beslisnota - Nota n.a.v. het tweede verslag;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1045.2e-b.2024.162.doc.1;https://open.overheid.nl/documenten/c4a4246e-3b0c-4c53-b64e-eb0e77c5e3c8/file;53002042.Beslisnota - Jaarbericht RDI 2023;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1034.2e-b.2024.29.doc.1;https://open.overheid.nl/documenten/0ac1ebbc-e6cb-4d60-acb3-662359f2a576/file;Beslisnota bij Aanbiedingsbrieven antwoorden op Kamervragen NSC_ SP en D66 over sabotage in Iran;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.553.doc.1;https://open.overheid.nl/documenten/bbd48dc2-50c0-462a-8309-e91061ad81ca/file;Beslisnota van Migratie en Asiel Overeenkomst Benelux-Mongolie betreffende terug- en overname onregelmatig verblijvende personen;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.182.doc.1;https://open.overheid.nl/documenten/8af61337-c7e7-400e-96b0-234a9de62274/file;Beslisnota bij Kamerbrief inzake appreciatie motie over een Europees afbouwplan voor LNG-import uit Rusland;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1013.2e-b.2024.516.doc.1;https://open.overheid.nl/documenten/7ad77ff7-ea57-41e0-84f6-663b4ab55776/file;Beslisnota bij Kamerbrief inzake nadere vragen tijdelijke liberalisering handel tussen de EU en Oekra_ne;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.851.doc.1;https://open.overheid.nl/documenten/099514a8-7d0d-4084-aadc-0a08694f564b/file;Beslisnota bij Kamerbrief over Kabinetsreactie op de vierde evaluatie;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1130.2e-b.2024.44.doc.1;https://open.overheid.nl/documenten/dpc-ad7bbdb0d528d407467d67da19566eda1b0d39ac/pdf;bijlage-1-onderliggende-beslisnota-reactie-rapport-college-mensenrechten;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.467.doc.1;https://open.overheid.nl/documenten/0fc15e74-7c67-4453-8f3a-90b853e985fb/file;Beslisnota feitelijke vragen evaluatie Comptabiliteitswet 2016;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.814.doc.1;https://open.overheid.nl/documenten/2b209dc2-c5fe-4565-b418-a4799abe2c11/file;Beslisnota bij Kamervragen over het artikel _Aidsfonds maakt zich zorgen over stijging hiv-infecties bij jonge mannen;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.486.doc.1;https://open.overheid.nl/documenten/9fe2e835-aa69-41d0-9bdf-b09687f68728/file;Beslisnota bij Kamerbrief over commissiedebat Zo_nosen en dierziekten op 29 mei 2024;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1130.2e-b.2024.179.doc.1;https://open.overheid.nl/documenten/dpc-b36a95911399c4d80a00280d1cc8414769ad08c5/pdf;bijlage-1-onderliggende-beslisnota-verslag-milieuraad-d-d-14-oktober-2024;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.422.doc.1;https://open.overheid.nl/documenten/46ae873c-d90d-41fd-bbb5-401d02edd689/file;Beslisnota Ondertekening aanbiedingsbrief nota n.a.v. het verslag Eurovignet;4.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1058.2e-b.2024.204.doc.1;https://open.overheid.nl/documenten/dpc-64de4466b106064cdc25d286cf4a370cc772407e/pdf;tk-beslisnota-inzake-voortgangsbrief-aanpak-seksuele-delicten;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.702.doc.1;https://open.overheid.nl/documenten/fe915694-c243-4209-ba51-a7bd2b8ff913/file;Beslisnota bij Kamerbrief over Verzekerdenmonitor 2024;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1058.2e-b.2024.180.doc.1;https://open.overheid.nl/documenten/dpc-77c21a45404f221d170c1d01dcb68b3bb651f455/pdf;tk-beslisnota-bij-kabinetsreactie-inzake-onderzoeksrapport-beveiligingsproces-van-staatsgeheime-vertrouwelijke-informatie-bij-nctv-en-politie;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.377.doc.1;https://open.overheid.nl/documenten/835c0feb-0345-4a79-8bb5-d8da56a3eb93/file;Beslisnota_s bij Jaarrapportage Toeslagen 2023;4.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.747.doc.1;https://open.overheid.nl/documenten/f0eda243-33ad-402d-a58e-e5647efbb5b3/file;Beslisnota bij Kamervragen over de antwoorden op eerdere vragen over het opleggen van budgetplafonds aan Pro Persona door de zorgverzekeraars;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1090.2e-b.2024.332.doc.1;https://open.overheid.nl/documenten/ca299cee-c1c3-4a39-a64b-655cb7624249/file;Beslisnota Antwoorden op Kamervragen bij het rapport Belastingen in maatschappelijk perspectief;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1010.2e-b.2024.26.doc.1;https://open.overheid.nl/documenten/1b55eae1-550a-4a36-b9b4-5fc11bceb7d1/file;Beslisnota bij Kamerbrief over motie archivering chatberichten;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.396.doc.1;https://open.overheid.nl/documenten/fa3959a9-91a9-48b4-900a-7aa9450ab70d/file;Beslisnota bij Kamerbrief over Vaccinatiegraadrapport verslagjaar 2024 en voortgang aanpak Vol vertrouwen in vaccinaties;4.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1034.2e-b.2024.14.doc.1;https://open.overheid.nl/documenten/f8aa396d-c99c-4a48-89e6-2c658374a104/file;Beslisnota bij Kamerbrief over verevening van grondexploitaties door het Rijk;1.0;"{""v1"": 1, ""v2"": 1}";1
