id;dc_source;dc_title;foi_nrPages;foi_fairiscoreVersions;foi_fairiscore_v2
nl.mnre1090.2e-b.2024.80.doc.1;https://open.overheid.nl/documenten/7c992c23-3a5a-4164-90d0-4e7fa615104b/file;Beslisnota bij Beantwoording SO Eurogroep en informele Ecofinraad februari 2024;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.348.doc.1;https://open.overheid.nl/documenten/a870c5a1-2b95-4cbb-8160-69ecf96f0da1/file;Beslisnota bij voorhang ontwerpbesluit milieuprestatie bouwwerken;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.349.doc.1;https://open.overheid.nl/documenten/4b527546-acab-461d-951d-23c1cce7567c/file;63767751.Beslisnota Reactie op petitie mbt 3-puntenplan biologische sierteelt in Nederland;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1045.2e-b.2024.220.doc.1;https://open.overheid.nl/documenten/6512ba2a-0dd3-4b2f-8053-4e9ee61f8e77/file;52915081.Beslisnota Technische Briefing PEH;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1018.2e-b.2024.23.doc.1;https://open.overheid.nl/documenten/7978ca8f-b777-4d38-ab7a-e199856cd98b/file;2024 31 01 Beslisnota bij stand van zaken project Maritiem Operatiecentrum Kustwacht Nederland;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.42.doc.1;https://open.overheid.nl/documenten/a5678ddd-7093-45ff-8f35-287098036b88/file;44570240.EK Oplegnota verslag LVR 23 januari 2024;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1045.2e-b.2024.265.doc.1;https://open.overheid.nl/documenten/30aa4ba9-98cd-4531-970b-8e10ed6cad03/file;46168348.Beslisnota Appreciatie moties octrooi en planten;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1018.2e-b.2024.66.doc.1;https://open.overheid.nl/documenten/a852a5ce-d5e3-4273-bbc4-65c48e6c8317/file;2024 05 30 Beslisnota toepassing overgangsregeling bulkdatasets;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.179.doc.1;https://open.overheid.nl/documenten/8f1a5793-8d03-4d6b-b713-7f22319ecb2d/file;Beslisnota bij Beantwoording vragen over het vervangen en vervolgen van UNRWA;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1013.2e-b.2024.555.doc.1;https://open.overheid.nl/documenten/91927ac3-eea0-4c34-8caf-f5adae75d099/file;Beslisnota bij Kamerbrief inzake uitstel vragen over vernietiging Armeens erfgoed in Nagorno-Karabach;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1045.2e-b.2024.298.doc.1;https://open.overheid.nl/documenten/f72f4f67-d77a-425a-9838-d66a46450fc3/file;45765877.Beslisnota bij Beantwoording vragen Eerste Kamer op RAZ cohesie;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.184.doc.1;https://open.overheid.nl/documenten/86e15a81-3157-425f-b6f6-585b7bfc86fa/file;Beslisnota bij Kamerbrief inzake geannoteerde agenda voor de informele Raad Algemene Zaken van 29 en 30 april 2024;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1013.2e-b.2024.510.doc.1;https://open.overheid.nl/documenten/55b80ebc-90e4-4478-9d42-dd2c6ace726a/file;Beslisnota bij Beantwoording vragen over de veroordeling van milieuactivisten in Cambodja;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1073.2e-b.2024.308.doc.1;https://open.overheid.nl/documenten/08406fe7-a8a8-4ad7-8e10-44b6dcc4176b/file;Openbaarmaking Beslisnota - Tweede nota van wijziging - Wet herziening bedrag ineens_Geredigeerd;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.857.doc.1;https://open.overheid.nl/documenten/c6c61336-1287-4472-bd7e-3de7a1fce259/file;Beslisnota bij Kamervragen over wachtlijsten voor genderzorg;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1130.2e-b.2024.42.doc.1;https://open.overheid.nl/documenten/dpc-1f9f98b7485a0144ee95fe789a3cdb1aaac80247/pdf;bijlage-1-onderliggende-beslisnota-beantwoording-kamervragen-over-de-inzet-van-innovatie-waterzuiveringstechnieken;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1090.2e-b.2024.461.doc.1;https://open.overheid.nl/documenten/15ed3cc2-253a-441f-9d01-faed30f3e9c3/file;Beslisnota RIVM validatie van achtergrondnotities stikstofberekeningen;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1090.2e-b.2024.38.doc.1;https://open.overheid.nl/documenten/ad9b880d-5fd6-433c-8ab4-fda2954f103b/file;Beslisnota Belastingdienst blijft wet overtreden met mogelijkheid op discriminerende algoritmen;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.812.doc.1;https://open.overheid.nl/documenten/8d19d03b-145c-4863-b9e9-2c0f10722911/file;Beslisnota bij Kamervragen over slechte aanrijtijden in kernen van Nunspeet en het artikel dat een vrouw overleed die na een aan-...-b0d1e38;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1058.2e-b.2024.79.doc.1;https://open.overheid.nl/documenten/dpc-5ab9e8f45c4c4613554d1481da40bd8791128e9a/pdf;tk-beslisnota-bij-voortgangsbrief-kansspelen-op-afstand-2024;7.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.480.doc.1;https://open.overheid.nl/documenten/a442bbf6-5954-46f2-bc26-4b14aa5737e8/file;Beslisnota bij Kamerbrief over BuRO advies PFAS in hobbykip eieren en onderzoek naar PFAS in bepaalde vissoorten.PDF;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1090.2e-b.2024.424.doc.1;https://open.overheid.nl/documenten/44df3c7f-efcb-4889-a82f-ab6d4b9a8ba6/file;Beslisnota_s Kamerbrief stand van zaken aanpak witwassen;17.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1058.2e-b.2024.202.doc.1;https://open.overheid.nl/documenten/dpc-79a781c1c494382c6b060aff278fa3be49a314c1/pdf;tk-beslisnota-bij-aanbieden-aan-raad-van-state-nota-van-wijziging-wet-terugkeer-en-vreemdelingenbewaring;8.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.309.doc.1;https://open.overheid.nl/documenten/e295c2f0-6900-478e-b970-f1d44df73f75/file;Beslisnota Beantwoording Kamervragen over exportkredietverzekering voor de baggersector;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1073.2e-b.2024.460.doc.1;https://open.overheid.nl/documenten/c2ae216a-6758-447f-9821-f9976dc9bfc9/file;Openbaarmaking beslisnota - Verslag Formele Raad Werkgelegenheid en Sociaal Beleid d.d. 2 december 2024_Geredigeerd;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1130.2e-b.2024.283.doc.1;https://open.overheid.nl/documenten/dpc-e94f43bf8cc75496593f632c8d9788c83ae3e463/pdf;bijlage-1-onderliggende-beslisnota-bij-kamerbrief-toelichting-business-case-lelystad-airport;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1034.2e-b.2024.498.doc.1;https://open.overheid.nl/documenten/4c8e52ff-09cf-414e-88b7-94c13b27c057/file;Beslisnota bij Kamerbrief bij Essaybundel _De Grondwet en nieuwe technologie klaar voor de toekomst_;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.425.doc.1;https://open.overheid.nl/documenten/0fd2a96c-bebe-49b2-a9cf-8725994990e1/file;Openbaarmaking beslisnota Voortgang Wet basisverzekering arbeidsongeschiktheid zelfstandigen en wetsvoorstellen die de arbeidsmarkt hervormen_Geredigeerd;6.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1025.2e-b.2024.739.doc.1;https://open.overheid.nl/documenten/75531e69-67ab-434c-90e0-e0398497e4d2/file;Beslisnota bij Kamerbrief over Reactie op het Final Report van de Cass Independent Review en de betekenis hiervan voor genderzor-...-ff65d6a;10.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1171.2e-b.2024.4.doc.1;https://open.overheid.nl/documenten/74e3b056-f8e8-4caf-8366-b5b560cbe191/file;Beslisnota bij aanbieding rapporten Primos-prognose 2024_ Inventarisatie plancapaciteit voorjaar 2024_ Evaluatie Tekort;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.499.doc.1;https://open.overheid.nl/documenten/313c9f07-ba65-4717-ada2-5f8c0d1aa954/file;95699838.Beslisnota bij Kamerbrief diverse onderwerpen mestbeleid;6.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1045.2e-b.2024.121.doc.1;https://open.overheid.nl/documenten/1d322310-9d54-498e-a823-d501b69572e1/file;45570298.Beslisnota brief Uniper nadeelcompensatiebesluit als gevolg van wet verbod op kolen voor elektriciteitsproductie;3.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1013.2e-b.2024.278.doc.1;https://open.overheid.nl/documenten/1d3acf87-dd46-41ed-863d-a1e5977bf734/file;Beslisnota bij Beantwoording vragen over het marineschip Zr.Ms. Holland en humanitaire hulp aan Gaza;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1045.2e-b.2024.164.doc.1;https://open.overheid.nl/documenten/c0419be2-2249-4910-8f87-aa9ad3327d07/file;59243839.Beslisnota beantwoording V-100 Kamervragen cyberweerbaarheid mkb en data-encryptie;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1045.2e-b.2024.25.doc.1;https://open.overheid.nl/documenten/8c4b386d-f51a-47b3-bc1f-b5fb6f4c21f7/file;44426389.Beslisnota Beantwoording Kamervragen over het artikel _Per direct_ geen stroomaansluitingen mogelijk voor nieuwbouwwoni-...-801f1af;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1034.2e-b.2024.679.doc.1;https://open.overheid.nl/documenten/523ebae4-b587-4124-b836-499d9dfbb008/file;Beslisnota bij Kamerbrief over onderzoek naar impact desinformatie op de Nederlandse context;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.215.doc.1;https://open.overheid.nl/documenten/02124e5c-47a8-4399-a8b4-559c75854ff9/file;Openbaarmaking Beslisnota - Kamervragen over schijnzelfstandigheid bij YoungOnes_ Geredigeerd L;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.109.doc.1;https://open.overheid.nl/documenten/86a22506-1c53-47b3-ab11-65aa423e761a/file;Beslisnota bij Kamervragen over het bericht Long covid is lichamelijk en zit niet tussen de oren toont onderzoek aan;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1182.2e-b.2024.76.doc.1;https://open.overheid.nl/documenten/e45092c2-016c-4d69-b8ce-4a99ba10c9bc/file;86911614.Openbare beslisnota Q2 2024 EU-kwartaalrapportage KGG;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1045.2e-b.2024.4.doc.1;https://open.overheid.nl/documenten/0bd5bef7-6666-406e-af88-77761a88c475/file;43865369.Beslisnota bij beantwoording Kamervragen over de Beyond Oil an Gas Alliance;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.539.doc.1;https://open.overheid.nl/documenten/32198dbe-0dab-4a9b-912b-a2d2838e231b/file;Getekende oude beslisnota Commissievoorstellen uitwerking politiek G7-akkoord Oekra_ne 2024 _ toetsingskader risicoregelingen en Nota van Wijziging;4.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1045.2e-b.2024.60.doc.1;https://open.overheid.nl/documenten/5e6ffb90-637d-47c5-92a7-4fb8057b8a28/file;44974637.Beslisnota bij Reactie op de brief _Vervolgvragen vierde ronde Nationaal Groeifonds_;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.250.doc.1;https://open.overheid.nl/documenten/be9576a0-cfc8-48ac-9383-b412cbeee830/file;Openbaarmaking beslisnota landsadvocaat_Geredigeerd;6.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1182.2e-b.2024.33.doc.1;https://open.overheid.nl/documenten/e78ef1b9-d59e-4163-8a00-077724e6ec34/file;86630251.Beslisnota EK-vragen kabinetsreactie evaluatie en overzicht klimaatbeleid;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1073.2e-b.2024.361.doc.1;https://open.overheid.nl/documenten/2eeadcce-a8f4-4f60-bbe8-43dd1f1977b2/file;Openbaarmaking Beslisnota - MSZW Voortgang sociaal-medisch beoordelen en verlenging 60- plusmaatregel_Geredigeerd;76.0;"{""v1"": 3, ""v2"": 3}";3
nl.mnre1013.2e-b.2024.448.doc.1;https://open.overheid.nl/documenten/4290c905-aad8-43de-9152-cb9e334dcdd5/file;Beslisnota bij Beantwoording vragen over of Oekra_ne lid kan worden van de NAVO;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.64.doc.1;https://open.overheid.nl/documenten/beafdf06-2398-4334-b2e5-a114860bb99f/file;Beslisnota bij Kamerbrief over verzoek om reactie op brief De Nederlandse ggz t.b.v. feitelijke vragen Vaststelling van de begro-...-79595d1;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1025.2e-b.2024.21.doc.1;https://open.overheid.nl/documenten/0faf3483-5f6b-44f2-b5a3-dce895830c14/file;Beslisnota bij Kamervragen over de afname van het aantal restitutiepolissen;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1109.2e-b.2024.69.doc.1;https://open.overheid.nl/documenten/dpc-457451c77c49797b6c701e0f2b35ba4eb33e4d6a/pdf;beslisnota-bij-opzet-periodieke-rapportage-emancipatiebeleid-2018-2025;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1013.2e-b.2024.320.doc.1;https://open.overheid.nl/documenten/ec6c92e7-cd08-4b6b-96d0-e3abf328c1c5/file;Beslisnota bij Kamerbrief inzake beantwoording nadere vragen over de Kabinetsappreciatie over voorstel verlenging verordening ti-...-cea6307;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1153.2e-b.2024.155.doc.1;https://open.overheid.nl/documenten/55cb7472-7970-4942-ab81-4e356f8d2d9d/file;86915558.Beslisnota bij TK identiek - EZ kwartaalrapportage EU-wetgevingsonderhandelingen en EU raadplegingen Q2 2024;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1013.2e-b.2024.365.doc.1;https://open.overheid.nl/documenten/ad8190a5-0def-4e5e-98d6-d320fa21369f/file;Beslisnota bij Beantwoording vragen over Nord Stream 2;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1162.2e-b.2024.12.doc.1;https://open.overheid.nl/documenten/dpc-6038f2bf72f3614dd84ec6c56fcf20689c07b765/pdf;tk-beslisnota-bij-kamerbrief-informatieverzoek-van-het-lid-podt-over-veldzicht;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.110.doc.1;https://open.overheid.nl/documenten/b2ca6c41-719a-4aeb-95ac-5b2c3ab7700d/file;65370198.Beslisnota beantwoording Kamervragen Baudet over totstandkoming 25km;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1109.2e-b.2024.137.doc.1;https://open.overheid.nl/documenten/e20223f4-d4c4-49f6-88ea-9158fb4fbcfe/file;Beslisnota bij Contouren Kamerbrief financieringsstelsel monumentenzorg;6.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.661.doc.1;https://open.overheid.nl/documenten/847867c2-6cfc-4626-9d36-a418155f6f4b/file;Beslisnota bij Kamerbrief over Stand van Zaken Medische Kindzorg;4.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1034.2e-b.2024.111.doc.1;https://open.overheid.nl/documenten/f69ba6c3-7f18-485b-954c-182901b2dec8/file;Beslisnota bij Antwoorden op Kamervragen over stand van zaken nieuwe verdeling provinciefonds;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.214.doc.1;https://open.overheid.nl/documenten/5fe4c1c4-0194-4e46-aa39-1d1f3f5d4fc1/file;Beslisnota Beantwoording Kamervragen over rekeninggluren bij Bunq;3.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1109.2e-b.2024.172.doc.1;https://open.overheid.nl/documenten/dpc-99bcc7277025e53319a441152bea684af927d4c2/pdf;beslisnota-bij-kamerbrief-eindexamenresultaten-2024-en-kwaliteit-schoolexamen;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.680.doc.1;https://open.overheid.nl/documenten/89a403a0-25cc-4af6-ac3b-00b8ebfb4560/file;Beslisnota Aanbieding evaluatie eenmalig verhoogde schenkingsvrijstellingen;3.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.585.doc.1;https://open.overheid.nl/documenten/6793bb00-46a5-42ca-b200-5c39148e1208/file;Beslisnota Aanbiedingsbrief bij Antwoorden op Kamervragen over werkbezoek Tweede Kamerleden aan Drenthe;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.624.doc.1;https://open.overheid.nl/documenten/059c3f8f-d2ec-4c94-97cd-677537c35c42/file;Beslisnota bij Kamerbrief over Verzoek van commissie-VWS op een brief van derden petitie _Afschaffen eigen risico_;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1090.2e-b.2024.251.doc.1;https://open.overheid.nl/documenten/3a390433-3100-41e1-9830-f55726dbff2d/file;Beslisnota_s evaluatie steunpakket KLM;13.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.154.doc.1;https://open.overheid.nl/documenten/c4775fdd-2c10-4022-9a1d-d7646429ce86/file;Beslisnota bij nota naar aanleiding van het verslag en nota van wijziging Verzamelwet BZK 20XX;3.0;"{""v1"": 2, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.208.doc.1;https://open.overheid.nl/documenten/b4e7c8d8-12bb-4fbc-af47-d97ca45286a9/file;Beslisnota bij Kamerbrief over Moties debat acute zorg;5.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1073.2e-b.2024.114.doc.1;https://open.overheid.nl/documenten/8a32c012-a506-4ed3-b31e-352a1cc819f5/file;Beslisnota - Beantwoording Kamervragen over het bericht Nationale ombudsman vindt aanvraagprocedure Noodfonds Energie oneerlijk_Geredigeerd;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1034.2e-b.2024.578.doc.1;https://open.overheid.nl/documenten/b5a7df5f-e9c5-4f9c-a543-95d9382dd47b/file;Beslisnota bij Kamerbrief over geplande en voorgenomen cloudmigraties van overheids-ICT naar het buitenland;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1130.2e-b.2024.326.doc.1;https://open.overheid.nl/documenten/dpc-ed47a1c871f881a089cf5953a69d45e6a88798bd/pdf;bijlage-1-beslisnota-intrekking-wetsvoorstel-wijziging-wgb;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1073.2e-b.2024.151.doc.1;https://open.overheid.nl/documenten/2e93b924-77e8-48e2-9056-6934ad1fe597/file;Openbaarmaking beslisnota voortgangsrapportage monitoring WTP_Geredigeerd;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1090.2e-b.2024.638.doc.1;https://open.overheid.nl/documenten/243a0e7b-2092-4302-ab9b-8b3bb988a5a1/file;Beslisnota Beleidsreactie op het rapport van de IBTD over de hersteloperaties;3.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1045.2e-b.2024.455.doc.1;https://open.overheid.nl/documenten/13f881e9-685f-4bed-875b-4ed8e0b7ed1d/file;46033767.Beslisnota over de gang van zaken omtrent toekenningen en reserveringen;1.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1013.2e-b.2024.749.doc.1;https://open.overheid.nl/documenten/001270b1-d06f-46cd-b9ed-070137985836/file;Beslisnota bij Kamerbrief inzake geannoteerde agenda voor de EU Westelijke Balkan Top van 18 december 2024 en de Europese Raad van 19 december 2024;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1013.2e-b.2024.398.doc.1;https://open.overheid.nl/documenten/7b1d9bef-c8e4-4e02-9ced-0f24e9c33139/file;Beslisnota bij Kamerbrief inzake opzet periodieke rapportages Sociale Vooruitgang en Multilaterale Samenwerking;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1045.2e-b.2024.410.doc.1;https://open.overheid.nl/documenten/4eeb9123-767d-4623-9bea-019a3c37d33e/file;58983054.Beslisnota Kamerbrief Actieplan Duurzame Digitalisering;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1109.2e-b.2024.94.doc.1;https://open.overheid.nl/documenten/dpc-dfd02b096d9beb8ab8e3979a830e093160239296/pdf;gelakte-nto-nota-n-a-v-het-tweede-verslag-ek-wetsvoorstel-leeruitkomsten-hoger-onderwijs;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1153.2e-b.2024.254.doc.1;https://open.overheid.nl/documenten/8dfe2540-f9c7-499c-aed0-1fae0064f01b/file;45998879.Beslisnota bij Kamerbrief appreciatie amendement lid Grinwis dierenwelzijn als bestedingsdoel in Transitiefonds;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1109.2e-b.2024.7.doc.1;https://open.overheid.nl/documenten/dpc-620f09b71d519e6a53fb8ccf57095c2b80833d99/pdf;beslisnota-bij-antwoord-op-schriftelijke-vragen-van-het-lid-stultiens-groenlinks-pvda-over-het-platform-scienceguide;2.0;"{""v1"": 2, ""v2"": 1}";1
nl.mnre1109.2e-b.2024.101.doc.2;https://open.overheid.nl/documenten/dpc-f1c7f7dd624b3bf686af94e4ec4c1d6d5ab59759/pdf;bundel;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.99.doc.1;https://open.overheid.nl/documenten/bb6be179-4564-4aeb-be79-68ed17dbf5f6/file;Beslisnota bij Kamervragen over de KNMG-gedragscode voor artsen;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1153.2e-b.2024.211.doc.1;https://open.overheid.nl/documenten/e1a08e00-b45b-4e33-8f07-b1b3152a2f33/file;52937587.Beslisnota - Reactie twee brieven van PAN Nederland nav verzoek vaste commissie LNV;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1045.2e-b.2024.378.doc.1;https://open.overheid.nl/documenten/836b70f2-01d9-4abc-b23a-548da33ec8ac/file;52882228.Beslisnota Beantwoording Kamervragen Papekop;2.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1090.2e-b.2024.115.doc.1;https://open.overheid.nl/documenten/dd63b1a7-b4c5-4c58-9a63-b45cbe582d9c/file;Beslisnota Uitstelbrief Kamervragen Schade weersextremen in 2023;1.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1034.2e-b.2024.210.doc.1;https://open.overheid.nl/documenten/76fee33d-aa49-4538-aaf6-208a44b8b5cb/file;Beslisnota bij Uitstelbrief antwoorden Kamervragen over het bericht _Het buurtinitiatief grijpt naast de opdrachten voor energiebesparing_;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.560.doc.1;https://open.overheid.nl/documenten/58bba511-2748-4587-9116-6be44714143d/file;Beslisnota bij Kamerbrief Geannoteerde agenda informele EU Gezondheidsraad 24-25 juli 2024;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1109.2e-b.2024.236.doc.1;https://open.overheid.nl/documenten/dpc-8708f49815e4b31844b6ca20bc967e49492d0b12/pdf;beslisnota-bij-stand-van-zaken-bibliotheekstelsel-2024;3.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1034.2e-b.2024.255.doc.1;https://open.overheid.nl/documenten/356240b7-33f2-46d8-9f25-3954c800a612/file;Beslisnota bij Kamerbrief adviesrapport _Juridisch vooronderzoek naar enkele toezichts- en handhavingsbepalingen uit de Wet bescherming klokkenluiders_;4.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.150.doc.1;https://open.overheid.nl/documenten/aee71e55-32eb-4aff-9971-6a105c10ab63/file;Beslisnota Publiceren onderzoek Digitaliseren en overdragen proces Registratie Onderhandse Akten;3.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.525.doc.1;https://open.overheid.nl/documenten/786237cd-bd33-459a-b500-315d7df4839b/file;Beslisnota bij Kamerbrief over Rapport Implementatiestrategie SNOMED in gebruik bij Nederlandse zorgaanbieders;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1034.2e-b.2024.684.doc.1;https://open.overheid.nl/documenten/75f36b52-1a59-42bf-81c2-98505e1326e1/file;Beslisnota Kamerbrief bij Standen van de Uitvoering 2023;2.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1090.2e-b.2024.581.doc.1;https://open.overheid.nl/documenten/11220df1-a83e-4f25-b86b-4d21ba68ece9/file;Beslisnota_s Kamerbrief expertgroep realistisch ramen;4.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1109.2e-b.2024.273.doc.1;https://open.overheid.nl/documenten/dpc-24ac290627f15996634d90e975c2a6205f146892/pdf;beslisnota-bij-antwoorden-op-schriftelijke-vragen-over-het-bericht-inspectie-bezoekt-al-jaren-veel-minder-basisscholen-dan-aan-kamer-is-beloofd-;2.0;"{""v1"": 2, ""v2"": 1}";1
nl.mnre1010.2e-b.2024.39.doc.1;https://open.overheid.nl/documenten/37ce1f61-6262-4c07-9260-a7e73e68ff2f/file;Beslisnota bij Kamerbrief over benoeming tot secretaris-generaal van de NAVO;1.0;"{""v1"": 1, ""v2"": 1}";1
nl.mnre1025.2e-b.2024.389.doc.1;https://open.overheid.nl/documenten/ff599537-abe8-4a23-a152-536069c75a66/file;Beslisnota bij Kamerbrief over Reactie m.b.t. verhoging parkeerkosten voor personeel bij Ikazia ziekenhuis;2.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1073.2e-b.2024.444.doc.1;https://open.overheid.nl/documenten/1e17504f-ff88-43cf-a890-84a5d235f356/file;Openbaarmaking beslisnota Uitkomsten derde gesprek over tegengaan van misstanden met uitzendkrachten in vleessector_Geredigeerd;4.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1013.2e-b.2024.85.doc.1;https://open.overheid.nl/documenten/1cd6de98-94de-44a4-aea5-20334f066572/file;Beslisnota bij fiche 1 - Raadsmandaatonderhandelingen Zwitserland;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1025.2e-b.2024.758.doc.1;https://open.overheid.nl/documenten/6064dd77-f198-4241-8859-d71513c40990/file;Beslisnota bij Kamerbrief over Aanbieding onderzoek naar financi_le knelpunten bij huisvestingsproblematiek van huisartsen en gezondheidscentra;3.0;"{""v1"": 5, ""v2"": 5}";5
nl.mnre1090.2e-b.2024.368.doc.1;https://open.overheid.nl/documenten/9b51d41f-65a6-41ae-8a17-9651193cb56b/file;Beslisnota-Kamerbrief motie lid Eerdmans - accijnsverhoging LPG;2.0;"{""v1"": 2, ""v2"": 2}";2
nl.mnre1073.2e-b.2024.401.doc.1;https://open.overheid.nl/documenten/7c076117-aab7-4f1d-b73d-7e7b3c6a86d1/file;Openbaarmaking beslisnota Verzoek van de vaste commissie SZW om actuele cijfers ten aanzien van het type arbeidscontracten en de inkomensverdeling_Geredigeerd;4.0;"{""v1"": 4, ""v2"": 4}";4
nl.mnre1018.2e-b.2024.187.doc.1;https://open.overheid.nl/documenten/2e01a69c-4a00-471d-8681-cfd46290e129/file;2024 10 14 Beslisnota bij D-brief vervanging MRAD en SHORAD-capaciteit;3.0;"{""v1"": 1, ""v2"": 1}";1
